价格（￥）,名称,sku,药品通用名,有效期,药品分类,剂型,储存条件,使用剂量,适用症/功能主治,不良反应,儿童用药,老年用药,禁忌,批准文号
￥25.80,马应龙 龙珠软膏20g/盒 清热解毒 消肿止痛 疮疖 皮肤红肿热痛 烫伤药膏,100010815437,龙珠软膏,30,（非处方药）中成药,软膏剂,密封，置阴凉处（不超过20℃）,详见说明书,清热解毒，消肿止痛，祛腐生肌。用于疮疖、红、肿、热、痛及轻度烫伤。,尚不明确。,未知,未知,尚不明确,国药准字Z10950017
￥6.30,[特安呐] 血塞通片25mg*20片/盒,3819389,血塞通片,36,（处方药）中成药,片剂,密封。,未知,未知,尚不明确。,未知,未知,详见说明书。,国药准字Z53020181
￥19.90,迪康 牙痛药水 5ml*2瓶  止痛杀菌 防蛀风火牙痛 牙龈红肿 虫蛀牙痛及神经牙痛,100064104067,牙痛药水,24,（非处方药）中成药,酊剂,密封，置阴凉（不超过20℃）干燥处。,详情见说明书,止痛杀菌，防蛀。用于风火牙痛，牙龈红肿，虫蛀牙痛及一切神经牙痛。,详情见说明书,未知,未知,详情见说明书,国药准字Z51021337
￥19.90,劲戈（JINGE）他达拉非片 10mg*2片/盒,100074192856,他达拉非片,36,（处方药）化学药制剂,片剂,常温保存。,未知,未知,未知,未知,未知,未知,国药准字H20213075
￥20.00,"
妙芝堂 咪奎喹莫特乳膏软膏咪喹5%莫特扁平疣专用I药监备案跖疣尖锐湿疣特傚效疣体脱落膏草本克疣膏",100086919406,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥20.00,"
振德（ZHENDE）无菌医用纱布60片 7.5*7.5cm一次性脱脂敷料贴块2片/小袋*30袋独立包装外科包扎伤口换药消毒",100014994426,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥7.26,[翔宇乐康] 氢氯噻嗪片25mg*100片/瓶,100061489595,氢氯噻嗪片,36,（处方药）化学药制剂,片剂,遮光，密封保存。,未知,未知,大多不良反应与剂量和疗程有关。1、水、电解质紊乱所致的副作用较为常见。低钾血症较易发生与噻嗪类利尿药排钾作用有关，长期缺钾可损伤肾小管，严重失钾可引起肾小管上皮的空泡变化，以及引起严重快速性心率失常等异位心率。低氯性碱中毒或低氯、低钾性碱中毒，噻嗪类特别是氢氯噻嗪常明显增加氯化物的排泄。此外低钠血症亦不罕见，导致中枢神经系统症状及加重肾损害。脱水造成血容量和肾血流量减少亦可引起肾小球虑过率降低。上述水、电解质紊乱的临床常见反应有口干、烦渴、肌肉痉挛、恶心、呕吐和极度疲乏无力等。详见说明书,慎用于有黄疸的婴儿，因本类药可使血胆红素升高。,老年人应用本类药物较易发生低血压、电解质紊乱和肾功能损害。,详情见说明书,国药准字H37020788
￥31.80,富露施乙酰半胱氨酸片0.2g*20片流感支气管炎咳嗽止咳化痰药痰多咳不出喉咙有痰异物感化痰清肺支原体,100017620368,乙酰半胱氨酸片,36,（非处方药）化学药制剂,片剂,遮光、密封，在干燥处保存。,未知,适用于慢性支气管炎等咳嗽有粘痰而不易咳出的患者,本品口服偶尔发生恶心、呕吐、上腹部不适、腹泻、咳嗽等不良反应，一般减量或停药即缓解。罕见皮疹和支气管痉挛等过敏反应。,详见说明书。,详见说明书。,详见说明书。,国药准字H20080325
￥40.00,"
丽天承 北京同仁堂 山楂鸡内金片 山楂鸡内金儿童山药鸡内金成人鸡内金粉山药鸡内金片可搭复方鸡内金片100片",100054403333,未知,未知,未知,未知,置于阴凉、干燥处，密封保存,未知,未知,未知,未知,未知,未知,未知
￥48.00,[999] 尪痹胶囊0.55g*60粒/盒,100060960342,尪痹胶囊,24,（处方药）中成药,胶囊剂,密封。,未知,未知,未知,未知,未知,详见说明书,国药准字Z20080096
￥32.00,同仁堂 二妙丸 6g*12袋 燥湿清热 用于湿热下注阴囊湿痒白带北京同仁堂,3334268,二妙丸,48,（非处方药）中成药,丸剂,密封,详见说明书,燥湿清热 用于湿热下注 白带 阴囊湿痒,尚不明确,未知,未知,尚不明确,国药准字Z11020566
￥12.00,[安多昔] 依托考昔片60mg*5片/盒,100014470334,依托考昔片,24,（处方药）化学药制剂,片剂,30°C以下保存。,未知,未知,免疫系统异常：过敏反应，包括过敏性或过敏性样反应;精神异常：焦虑、失眠;神经系统异常：味觉障碍，嗜睡;心脏异常：充血性心衰;血管异常：高血压危象;呼吸、胸部和纵隔异常：支气管痉挛;胃肠道异常：腹痛、口腔溃疡、消化道溃疡包括穿孔和出血(主要发生在老年患者)，呕吐、腹泻。肝胆异常：肝炎。皮肤和皮下组织异常：血管性水肿，瘙痒，皮疹，Stevens-Johnson综合症，风疹。肾脏和泌尿系统异常：肾功能不全，包括肾衰，一般在停药后可恢复。,本品尚未确立在儿童患者中的安全性和疗效。,老年人（65岁及以上）的药代动力学特性与年轻人类似。临床研究显示，老年患者比年轻患者有更高的不良事件发生率；依托考昔组和对照组之间的差异对于老年患者和年轻患者而言是相似的。不能排除某些老年患者有更高的敏感性。,详见说明书,国药准字H20193303
￥22.00,恩威 锁阳固精丸9克*10丸补肾壮阳非处方药早泄敏感射精快用手过度男性壮阳药金锁固精丸硬度不够中途疲软,100033108883,锁阳固精丸,36,（非处方药）中成药,丸剂,密封。,口服。一次1丸，一日2次。,温肾固精。用于肾阳不足所致的腰膝酸软、头晕耳鸣、遗精早泄。,详见说明书。,未知,未知,尚不明确。,国药准字Z15021179
￥59.00,达仁堂 清咽滴丸 20mg*50丸 疏风清热解毒利咽用于风热喉痹咽痛咽干口渴发热咽部红肿,100063946342,清咽滴丸,36,（非处方药）中成药,丸剂,密封，置阴凉干燥处,详见说明书,疏风清热，解毒利咽。用于风热喉痹，咽痛，咽干，口渴；或微恶风，发热，咽部红肿，急性咽炎见上述证候者,详见说明书,未知,未知,详见说明书,国药准字Z10930004
￥6.80,维福佳维生素B6片100片补充老人成人儿童脂溢性皮炎唇干裂怀孕呕吐维生素B族,100021316848,维生素B6片,36,（非处方药）化学药制剂,片剂,避光，密封保存。,未知,本品用于预防和治疗维生素B6缺乏症，如脂溢性皮炎、唇干裂；也可用于减轻妊娠呕吐。,维生素B6在肾功能正常时几乎不产生毒性，但长期、过量应用本品可致严重的周围神经炎，出现神经感觉异常、步态不稳、手足麻木。,未知,未知,尚不明确,国药准字H42020613
￥33.00￥31.30,"
南同四海南京同仁堂 益生菌山楂鸡内金软糖60g 积山楂鸡内金儿童健康酸甜零食健康脾胃瓶装压片糖果",100091755503,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥49.90,[惯爱伟哥] 他达拉非片5mg*12片/盒,100040985838,他达拉非片,36,（处方药）化学药制剂,片剂,密封，常温保存。,未知,未知,详情见说明书,详情见说明书,详情见说明书,详情见说明书,国药准字H20213052
￥7.00,新峰药业 咳特灵片100片 镇咳平喘祛痰消炎用于咳嗽及慢性支气管炎咳嗽药,100011817090,咳特灵片,36,（非处方药）中成药,片剂,密封。,未知,本品用于咳喘及慢性支气管炎咳嗽。,可见困倦、嗜睡、口渴、虚弱感。,未知,未知,孕妇禁用。,国药准字Z44021007
￥33.00,[多达一] 氨氯地平阿托伐他汀钙片5mg:10mg*7片/盒,5143509,氨氯地平阿托伐他汀钙片,36,（处方药）化学药制剂,片剂,遮光，密闭保存。,未知,未知,1、本品的安全性在一项入选了1092例高血压合并高脂血症患者的双盲、安慰剂对照研究中得到评估。本品在治疗中有良好的耐受性。对大多数患者，不良反应为轻到中度。在本品的临床研究中，未见与该复方制剂相关的特殊不良反应。详见说明书,年龄6-17岁的儿童患者，治疗高血压的推荐口服剂量为2.5mg至5mg，每日一次。在儿童患者中尚未有5mg以上剂量的研究。,老年患者，起始剂量为2.5mg，每日一次；此剂量也可为氨氯地平联合其它抗高血压药物治疗的剂量。剂量调整应根据患者个体反应进行。一般来说应在7-14天后，以便医生能够针对患者对每个剂量的反应做出评估。如临床需要，在对患者进行严密监测的情况下，也可以快速地进行剂量调整。,1.低血压：可能发生症状性低血压,国药准字H20217056
￥210.00,[西乐葆] 塞来昔布胶囊0.2g*18粒/盒 3盒装,100021389234,塞来昔布胶囊,36,（处方药）化学药制剂,胶囊剂,室温，密闭保存。,未知,未知,详见说明书且遵医嘱,详见说明书且遵医嘱,详见说明书且遵医嘱,详见说明书且遵医嘱,国药准字HJ20140106（原：国药准字J20140072(H20140106，H20140107)）
￥30.60,太平 联苯苄唑乳膏15g/支*3盒 皮肤真菌感染脚气止痒脱皮杀菌烂脚丫专用药膏脚臭脚汗联苯芐挫手足癣体股癣花斑藓,100091571470,联苯苄唑乳膏,36,（非处方药）化学药制剂,乳膏剂,密闭，在阴凉处（不超过20℃）保存,详见说明书,用于治疗各种皮肤真菌病，如手、足癣，体、股癣， 花斑癣。,偶见过敏反应。个别患者局部发生瘙痒、灼热感、红斑等反应。,未知,未知,尚不明确,国药准字H20058551
￥49.90￥39.00,洁宁 盐酸布替萘芬喷雾剂10ml:0.1克 脚气药脚臭脚痒 止痒脱皮烂脚丫 真菌感染 杀菌止痒,100010315312,盐酸布替萘芬喷雾剂,36,（非处方药）化学药制剂,喷雾剂,密封，在阴凉处（不超过20℃）保存。,外用，每日给药一次,详见说明书,详见说明书,未知,未知,详见说明书,国药准字H20031312
￥44.00,凯妮汀克霉唑阴道片0.5g*1片/盒 妇科用药阴道炎专用药 阴道瘙痒 妇科炎症 念珠菌外阴阴道病一片一疗程 栓剂,100011226450,克霉唑阴道片,48,（非处方药）化学药制剂,片剂,凯妮汀阴道片请储存在厂家的铝铝包装里，使用前打开。在25℃以下保存。使用前请检查标在纸盒一端和铝铝包装上的有效日期，请勿在有效期后使用。,详见说明书,用于念珠菌性外阴阴道病。,"1.偶有局部刺激，皮肤反应发生（如烧灼感、瘙痒）；
2.在个别病例可能会出现不同程度的过敏反应：免疫系统：过敏反应如昏厥，低血压等。生殖系统：会有瘙痒，皮疹，水肿等不适症状。胃肠道异常：腹痛等。",未知,未知,详见说明书,H20181184（国药准字J20130174）
￥398.00,10盒装罗浮山 苁黄补肾胶囊 0.4g*36粒滋补肾阴强筋壮骨用于肾虚腰酸,100100683900,苁黄补肾胶囊,24,（非处方药）中成药,胶囊剂,密封,口服。一日4粒， 一日3次。,滋补肾阴，强筋壮骨。用于肾虚，腰酸。,尚不明确。,未知,未知,儿童禁用。,国药准字Z20090814
￥35.00,益佰 金骨莲胶囊 0.25g*24粒 祛风除湿消肿止痛  关节肿痛,100079842834,金骨莲胶囊,24,（非处方药）中成药,胶囊剂,密封。,口服，一次2粒，一日3次。,苗医：抬奥，抬蒙：僵见风。中医：祛风除湿，消肿止痛。用于风湿痹阻所致的关节肿痛，屈伸不利。,个别患者服药后会有食道哽阻，不适之感，或胃肠不适感。,未知,未知,儿童、孕妇禁用。,国药准字Z20123051
￥41.70￥40.50,奇康 西帕依固龈液 30ml 用于牙周疾病引起的牙齿酸软松动牙龈出血口舌生疮咽喉肿痛口臭烟臭,100023794800,西帕依固龈液,24,（非处方药）中成药,合剂（含口服液）,密封，置阴凉处（不超过20℃）。注：贮藏期间有少量沉淀不影响疗效,含漱2-3分钟，吞服无妨。一次约3-5ml，一日3-5次。,本品用于牙周疾病引起的牙齿酸软，咀嚼无力，松动移位，牙龈出血以及口舌生疮，咽喉肿痛，口臭烟臭。,尚不明确。,未知,未知,尚不明确,国药准字Z65020012
￥69.00,波依定  非洛地平缓释片 5mg*30片/盒,100075425601,非洛地平缓释片,36,（处方药）化学药制剂,片剂,25℃以下保存。,未知,未知,详情见说明书,未知,未知,详情见说明书,国药准字H20030415
￥39.00,"
葵花中方牛皮癣专用凝胶药顽固牛皮癣银屑软膏手足癣股癣头部癣牛皮藓止根去痒皮肤瘙痒大腿内侧私处阴囊瘙痒 1支体验装【下单2支发3支】癣康型...",10098816453335,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥7.90,中智银黄颗粒4g*10袋 咽干 咽痛 急慢性扁桃体炎 急慢性咽炎,2943444,银黄颗粒,24,（非处方药）中成药,颗粒剂,密封，防潮。,未知,本品用于外感风热、肺胃热盛所致的咽干、咽痛、喉核肿大、口渴、发热；急慢性扁桃体炎、急慢性咽炎、上呼吸道感染见上述证候者。,本品有腹泻、腹痛、皮疹、瘙痒、恶心、呕吐等不良反应报告。有极个别严重过敏反应的病例。,未知,未知,尚不明确。,国药准字Z20053526
￥4.50,[秦诺宁康] 甲硝唑片0.2g*24片/盒,100068460314,甲硝唑片,24,（处方药）抗生素制剂,片剂,遮光，密封保存。,未知,未知,详情见说明书,未知,未知,详情见说明书,国药准字H61021388
￥10.80,瑞心安 缬沙坦氨氯地平片(I)80mg:5mg*7片/盒,100020657744,缬沙坦氨氯地平片（I）,24,（处方药）化学药制剂,片剂,密封，30℃以下保存。,未知,未知,常见：心悸、耳痛、腹泻、恶心、疲劳、胸痛、头痛、失眠等。其他：皮疹，晕厥，视觉障碍，过敏，耳鸣和低血压等。,尚未确定本品在儿童患者中的安全性和有效性。,详见说明书或谨遵医嘱用药,详见说明书,国药准字H20203486
￥89.00,"
祖医堂三七砂仁软胶囊养肠护肠胃保护肠胃黏膜胃损胃伤脾胃打嗝烧心三七沙仁胶囊福建李时珍出品 祖医堂三七胶囊 2瓶",10097166747069,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,国食健注G20130379
￥122.50,【5盒装】仲景 六味地黄丸（浓缩丸）280丸/盒 滋阴补肾 用于肾阴亏损 头晕耳鸣 腰膝酸软 骨蒸潮热 盗汗遗精,100025489723,六味地黄丸（浓缩丸）,60,（非处方药）中成药,丸剂,密封。,一次8丸，一日3次。,滋阴补肾。用于肾阴亏损，头晕耳鸣，腰膝酸软，骨蒸潮热，盗汗遗精。,未知,未知,未知,对本品及所含成份过敏者禁用。,国药准字Z41022128
